Customer ID,recency,frequency,monetary,segment,Country
12447,243,1,476.49,hibernating,Belgium
12448,44,1,449.4500000000001,promising,Spain
12449,22,6,4835.889999999999,loyal_customers,Denmark
12450,156,5,688.2,loyal_customers,Spain
12451,10,8,12669.880000000001,champions,Switzerland
12452,16,2,430.57,potential_loyalists,Switzerland
12453,134,1,707.0899999999999,about_to_sleep,Austria
12454,56,5,16679.78,loyal_customers,Spain
12455,73,10,5879.95,loyal_customers,Cyprus
12456,44,3,3181.04,potential_loyalists,Switzerland
12457,66,8,2995.91,loyal_customers,Switzerland
12458,71,4,1777.4899999999998,need_attention,Switzerland
12459,605,1,454.3599999999999,hibernating,Spain
12460,456,1,326.65,hibernating,Belgium
12461,94,2,826.88,about_to_sleep,Switzerland
12462,18,2,1189.5900000000001,potential_loyalists,Spain
12463,53,4,1344.7800000000002,potential_loyalists,Belgium
12464,10,8,1212.05,champions,Belgium
12465,17,2,742.19,potential_loyalists,Belgium
12466,682,1,56.73,hibernating,France
12467,423,1,132.8,hibernating,USA
12468,187,5,3670.74,loyal_customers,Germany
12469,522,2,3070.54,hibernating,Thailand
12470,689,1,211.95,hibernating,Unspecified
12471,2,79,39918.189999999995,champions,Germany
12472,32,19,17880.590000000004,loyal_customers,Germany
12473,29,5,3928.05,loyal_customers,Germany
12474,17,31,12372.75,champions,Germany
12475,53,2,1149.64,potential_loyalists,Germany
12476,15,23,14083.91,champions,Germany
12477,22,9,20276.37,loyal_customers,Germany
12478,3,1,680.9900000000001,new_customers,Greece
12479,11,1,527.2,new_customers,Germany
12480,28,7,5464.85,loyal_customers,Germany
12481,22,15,12344.89,loyal_customers,Germany
12482,576,29,23691.4,cant_loose,Sweden
12483,17,19,5097.18,champions,Sweden
12484,32,12,6354.1,loyal_customers,Spain
12485,529,1,708.1000000000001,hibernating,Sweden
12486,431,1,1037.2800000000002,hibernating,Sweden
12487,730,1,285.29999999999995,hibernating,Sweden
12488,9,3,1298.6600000000003,potential_loyalists,France
12489,336,1,334.92999999999995,hibernating,France
12490,5,21,9823.64,champions,France
12491,38,1,460.40000000000003,promising,France
12492,63,3,715.21,need_attention,Germany
12493,165,2,433.74,about_to_sleep,France
12494,15,9,1872.8699999999997,champions,France
12495,640,1,357.4,hibernating,Sweden
12496,620,2,45.339999999999996,hibernating,Spain
12497,81,3,6248.5,need_attention,Germany
12498,21,3,403.7,potential_loyalists,Germany
12499,560,1,393.71999999999997,hibernating,Germany
12500,23,19,5955.21,loyal_customers,Germany
12501,336,1,2169.3900000000003,hibernating,Germany
12502,95,5,3723.87,loyal_customers,Spain
12503,584,1,1126.0,hibernating,Spain
12504,18,4,779.0500000000001,potential_loyalists,Germany
12505,408,1,955.1999999999999,hibernating,Italy
12506,232,1,73.50000000000001,hibernating,France
12507,134,4,1844.06,need_attention,Spain
12508,26,2,397.88,potential_loyalists,France
12509,284,1,176.5,hibernating,France
12510,142,9,5178.02,loyal_customers,Spain
12511,428,1,3084.0200000000004,hibernating,Greece
12512,66,2,132.18,about_to_sleep,Israel
12513,112,1,612.2900000000001,about_to_sleep,France
12514,267,2,1597.7600000000002,hibernating,Italy
12515,353,1,383.70000000000005,hibernating,Italy
12516,77,4,2648.6200000000003,need_attention,Germany
12517,28,5,2481.6,loyal_customers,Germany
12518,0,5,2056.89,champions,Germany
12519,63,2,716.5400000000001,about_to_sleep,Germany
12520,79,5,2634.26,loyal_customers,Germany
12521,142,1,599.68,about_to_sleep,Germany
12522,39,2,192.72000000000003,potential_loyalists,Germany
12523,19,23,4352.35,champions,France
12524,9,17,11126.11,champions,Germany
12525,498,3,973.7300000000001,at_risk,France
12526,0,3,1316.6600000000003,potential_loyalists,Germany
12527,81,5,735.51,loyal_customers,Germany
12528,9,6,1933.4800000000002,champions,Germany
12529,528,1,316.47999999999996,hibernating,France
12530,59,9,3759.26,loyal_customers,Germany
12531,14,2,1933.2,potential_loyalists,Germany
12532,30,1,349.83000000000004,promising,France
12533,627,2,1367.89,hibernating,Germany
12534,130,1,1089.18,about_to_sleep,Germany
12535,91,2,716.35,about_to_sleep,France
12536,43,3,12601.830000000002,potential_loyalists,France
12537,408,1,732.94,hibernating,Sweden
12538,29,2,640.4499999999999,potential_loyalists,Spain
12539,22,7,11214.75,loyal_customers,Spain
12540,19,33,22254.489999999998,champions,Spain
12541,29,3,981.1800000000002,potential_loyalists,Spain
12542,484,2,481.88,hibernating,Spain
12543,448,1,980.25,hibernating,Spain
12544,36,1,372.70000000000005,promising,Spain
12545,75,2,1000.39,about_to_sleep,Spain
12546,46,2,1161.5,potential_loyalists,Spain
12547,197,3,383.5799999999999,at_risk,Spain
12548,166,1,95.19999999999999,about_to_sleep,Spain
12549,575,6,1575.6799999999998,at_risk,USA
12550,79,1,964.83,about_to_sleep,Spain
12551,357,1,168.0,hibernating,Spain
12552,38,2,437.82,potential_loyalists,Italy
12553,8,12,4608.75,champions,France
12554,448,1,468.5,hibernating,Spain
12555,682,1,129.23,hibernating,Spain
12556,50,2,599.56,potential_loyalists,Spain
12557,16,8,18716.140000000003,champions,Spain
12558,7,1,269.96000000000004,new_customers,USA
12559,310,2,561.7099999999999,hibernating,Germany
12560,5,3,2134.01,potential_loyalists,Germany
12561,302,1,238.85,hibernating,Germany
12562,8,9,4966.92,champions,France
12563,408,1,249.24,hibernating,Italy
12564,261,1,456.90000000000003,hibernating,France
12565,288,1,145.92000000000002,hibernating,Saudi Arabia
12566,86,1,351.65,about_to_sleep,Germany
12567,22,15,13709.86,loyal_customers,France
12568,644,1,70.0,hibernating,Germany
12569,2,32,4124.6900000000005,champions,Germany
12570,682,1,77.52,hibernating,Spain
12571,39,2,519.61,potential_loyalists,France
12572,8,2,1020.42,potential_loyalists,Germany
12573,227,5,717.4100000000002,at_risk,France
12574,315,1,218.45000000000002,hibernating,France
12575,457,2,622.8199999999999,hibernating,France
12576,35,8,2142.72,loyal_customers,Poland
12577,35,8,1617.1,loyal_customers,France
12578,21,4,4642.450000000001,potential_loyalists,Italy
12579,78,1,440.41999999999996,about_to_sleep,France
12580,246,2,1052.9,hibernating,Germany
12581,39,1,197.70999999999998,promising,Germany
12582,238,4,1980.4,at_risk,Finland
12583,2,27,14447.439999999999,champions,France
12584,3,9,2338.1500000000005,champions,Italy
12585,234,2,2040.0999999999997,hibernating,Germany
12586,17,4,2062.67,potential_loyalists,Italy
12587,7,1,144.0,new_customers,Finland
12588,39,4,958.7800000000001,potential_loyalists,Finland
12589,28,8,4695.66,loyal_customers,France
12590,211,2,9864.26,hibernating,Germany
12591,317,3,1338.95,at_risk,Italy
12592,92,5,2582.66,loyal_customers,Germany
12593,108,3,418.0999999999999,need_attention,France
12594,37,15,5090.110000000001,loyal_customers,Italy
12595,504,1,299.02000000000004,hibernating,Germany
12596,51,2,618.27,potential_loyalists,Spain
12597,19,4,3811.2199999999993,potential_loyalists,Spain
12598,9,11,4534.09,champions,France
12599,29,13,2296.7199999999993,loyal_customers,France
12600,28,21,5043.92,loyal_customers,Germany
12601,189,6,681.26,loyal_customers,Germany
12602,58,1,153.12,promising,France
12603,21,1,739.1999999999999,promising,Germany
12604,79,2,254.17999999999998,about_to_sleep,France
12605,376,4,1232.95,at_risk,Germany
12606,682,1,21.0,hibernating,Spain
12607,60,1,1579.51,about_to_sleep,USA
12608,404,1,415.78999999999996,hibernating,United Kingdom
12609,78,9,3435.8600000000006,loyal_customers,Germany
12610,22,5,2099.54,loyal_customers,Italy
12611,52,1,1193.32,promising,Italy
12612,74,1,704.04,about_to_sleep,Germany
12613,57,10,6817.37,loyal_customers,Germany
12614,277,1,315.59999999999997,hibernating,Germany
12615,2,8,5740.9800000000005,champions,France
12616,95,3,1131.1,need_attention,France
12617,29,1,352.97999999999996,promising,France
12618,21,1,177.31,promising,Italy
12619,16,10,3781.379999999999,champions,Germany
12620,14,3,1339.41,potential_loyalists,France
12621,1,35,24775.81,champions,Germany
12622,232,1,180.09999999999997,hibernating,Germany
12623,276,7,3747.84,at_risk,Germany
12624,106,2,641.13,about_to_sleep,France
12625,211,4,5164.879999999999,at_risk,Germany
12626,23,9,6620.48,loyal_customers,Germany
12627,10,7,4478.530000000001,champions,Germany
12628,4,3,786.4599999999999,potential_loyalists,Germany
12629,385,2,1558.2199999999998,hibernating,Sweden
12630,9,2,1270.88,potential_loyalists,Finland
12631,57,6,3481.5699999999997,loyal_customers,Finland
12632,520,2,804.88,hibernating,Germany
12633,58,7,5678.16,loyal_customers,Germany
12634,535,2,490.0,hibernating,USA
12635,89,4,2930.4100000000003,need_attention,Germany
12636,738,1,141.0,hibernating,USA
12637,67,12,8283.81,loyal_customers,France
12638,33,2,921.49,potential_loyalists,Sweden
12639,238,3,1312.37,at_risk,Sweden
12640,23,3,1174.58,potential_loyalists,France
12641,115,1,185.9,about_to_sleep,Sweden
12642,25,3,1013.26,potential_loyalists,Germany
12643,128,12,8304.82,loyal_customers,France
12644,129,4,1918.49,need_attention,Germany
12645,33,8,3539.3,loyal_customers,Germany
12646,4,2,1346.97,potential_loyalists,USA
12647,22,36,17924.350000000002,loyal_customers,Germany
12648,154,4,1112.0,need_attention,Germany
12649,107,8,2294.65,loyal_customers,Germany
12650,3,1,314.44,new_customers,France
12651,334,4,377.75,at_risk,France
12652,331,2,1017.03,hibernating,Germany
12653,148,3,4160.83,need_attention,Israel
12654,10,5,601.9799999999999,champions,Germany
12655,423,1,261.35,hibernating,France
12656,17,8,6407.83,champions,France
12657,11,4,1643.18,potential_loyalists,France
12658,18,1,686.05,new_customers,Germany
12659,29,1,91.68,promising,France
12660,11,1,245.10000000000002,new_customers,France
12661,436,1,162.00000000000003,hibernating,Sweden
12662,0,20,6988.02,champions,Germany
12663,624,2,239.4,hibernating,Germany
12664,8,11,6070.040000000001,champions,Finland
12665,324,3,313.6,at_risk,Germany
12666,394,1,1248.42,hibernating,Israel
12667,58,1,620.1300000000001,promising,Finland
12668,11,10,11383.029999999999,champions,Germany
12669,150,3,2744.03,need_attention,France
12670,10,7,3760.29,champions,France
12671,606,1,2622.481,hibernating,Germany
12672,329,2,437.04999999999995,hibernating,France
12673,5,3,1230.02,potential_loyalists,Germany
12674,38,4,1970.6000000000001,potential_loyalists,France
12675,553,2,957.25,hibernating,Italy
12676,24,11,2843.09,loyal_customers,Sweden
12677,555,2,395.1,hibernating,France
12678,42,21,34281.18000000001,loyal_customers,France
12679,58,4,1113.02,potential_loyalists,France
12680,0,4,862.8100000000002,potential_loyalists,France
12681,14,45,30868.28,champions,France
12682,3,52,24025.510000000002,champions,France
12683,4,21,12696.779999999999,champions,France
12684,7,7,2283.63,champions,France
12685,28,6,2863.08,loyal_customers,France
12686,371,1,178.28,hibernating,France
12687,480,2,2138.9099999999994,hibernating,Sweden
12688,113,1,4873.8099999999995,about_to_sleep,Israel
12689,25,2,1247.61,potential_loyalists,France
12690,205,1,389.01,hibernating,France
12691,28,7,1170.4,loyal_customers,France
12692,637,1,110.95,hibernating,France
12693,127,7,1703.0200000000002,loyal_customers,Germany
12694,70,3,1843.35,need_attention,France
12695,7,7,1407.12,champions,France
12696,434,2,851.91,hibernating,Finland
12697,28,3,957.5899999999999,potential_loyalists,Sweden
12698,590,1,339.75,hibernating,Germany
12699,417,1,638.11,hibernating,Germany
12700,7,4,4939.99,potential_loyalists,France
12701,79,6,2446.41,loyal_customers,Germany
12702,19,1,219.0,new_customers,Germany
12703,71,4,1006.53,need_attention,Germany
12704,7,8,2340.8399999999997,champions,Finland
12705,15,14,11762.100000000002,champions,Germany
12707,291,1,603.42,hibernating,France
12708,29,18,5314.1,loyal_customers,Germany
12709,15,34,30814.46,champions,Germany
12710,96,3,1149.0200000000002,need_attention,Germany
12711,611,2,1339.0499999999997,hibernating,Germany
12712,28,21,7193.66,loyal_customers,Germany
12713,0,1,848.5500000000001,new_customers,Germany
12714,9,12,14093.710000000001,champions,France
12715,106,1,343.35999999999996,about_to_sleep,Sweden
12716,3,2,1053.4900000000002,potential_loyalists,France
12717,151,3,1308.91,need_attention,Greece
12718,71,1,238.25,about_to_sleep,France
12719,5,2,644.95,potential_loyalists,France
12720,2,30,8260.67,champions,Germany
12721,31,8,4013.08,loyal_customers,France
12722,85,4,997.6300000000001,need_attention,France
12723,3,5,725.07,champions,France
12724,5,7,2317.52,champions,France
12725,371,4,2694.5600000000004,at_risk,Italy
12726,28,11,4014.6,loyal_customers,France
12727,10,10,5679.53,champions,France
12728,71,5,1070.17,loyal_customers,France
12729,113,1,453.01000000000005,about_to_sleep,France
12730,521,1,829.2500000000001,hibernating,Germany
12731,23,17,25775.71,loyal_customers,France
12732,179,1,236.26000000000005,about_to_sleep,France
12733,234,4,2424.87,at_risk,USA
12734,352,3,639.65,at_risk,France
12735,315,2,779.57,hibernating,France
12736,332,1,234.00000000000003,hibernating,France
12737,498,2,3710.5,hibernating,France
12738,372,1,310.7,hibernating,Germany
12739,78,4,2726.7299999999996,need_attention,United Arab Emirates
12740,63,1,427.59999999999997,about_to_sleep,France
12741,529,2,406.07,hibernating,USA
12742,625,1,1201.5200000000002,hibernating,United Arab Emirates
12743,134,2,540.13,about_to_sleep,Unspecified
12744,51,11,25317.06,loyal_customers,Singapore
12745,486,3,925.4100000000001,at_risk,EIRE
12746,540,1,254.55,hibernating,United Kingdom
12747,2,26,9257.039999999999,champions,United Kingdom
12748,0,336,55511.090000000004,champions,United Kingdom
12749,3,9,6897.360000000001,champions,United Kingdom
12750,128,1,275.88,about_to_sleep,Poland
12751,444,1,268.27,hibernating,Brazil
12752,81,1,4366.780000000001,about_to_sleep,Norway
12753,22,6,21429.39,loyal_customers,Japan
12754,235,3,3010.7400000000002,at_risk,Japan
12755,280,11,9030.66,cant_loose,Japan
12756,86,1,112.08000000000001,about_to_sleep,Japan
12757,15,13,7834.650000000001,champions,Portugal
12758,116,7,9903.24,loyal_customers,Portugal
12759,52,8,5020.74,loyal_customers,Netherlands
12760,455,1,347.8,hibernating,Netherlands
12761,457,2,782.9499999999999,hibernating,Netherlands
12762,7,2,1898.5200000000004,potential_loyalists,Portugal
12763,138,2,814.1600000000001,about_to_sleep,Japan
12764,316,1,1693.88,hibernating,Lebanon
12765,472,6,1404.58,at_risk,Netherlands
12766,3,9,10068.279999999999,champions,Portugal
12767,375,1,949.82,hibernating,Korea
12768,450,1,168.69000000000003,hibernating,Korea
12769,238,1,1143.6,hibernating,Brazil
12770,210,2,3246.45,hibernating,Japan
12771,485,1,282.3,hibernating,Portugal
12772,59,1,892.4700000000001,about_to_sleep,Portugal
12773,564,1,124.25,hibernating,Portugal
12774,535,1,98.7,hibernating,Netherlands
12775,17,7,1686.1200000000001,champions,Netherlands
12776,667,1,55.5,hibernating,Portugal
12777,457,1,519.45,hibernating,United Kingdom
12778,19,9,1775.6799999999998,champions,Netherlands
12779,37,14,6722.2699999999995,loyal_customers,Poland
12780,598,1,337.3999999999999,hibernating,Netherlands
12781,63,2,826.74,about_to_sleep,Czech Republic
12782,4,11,4618.24,champions,Portugal
12783,2,6,2225.91,champions,Portugal
12784,9,3,1763.15,potential_loyalists,Portugal
12785,364,3,1100.4,at_risk,Portugal
12786,609,1,728.5000000000001,hibernating,Netherlands
12787,9,4,862.1799999999998,potential_loyalists,Netherlands
12788,463,4,444.9,at_risk,Netherlands
12789,65,3,273.35,need_attention,Netherlands
12790,192,2,591.85,hibernating,Netherlands
12791,373,6,1056.1100000000001,at_risk,Netherlands
12792,256,2,827.0099999999998,hibernating,Portugal
12793,334,3,1017.33,at_risk,Portugal
12794,53,2,860.41,potential_loyalists,Portugal
12795,18,1,430.48,new_customers,Portugal
12796,628,1,381.0,hibernating,Netherlands
12797,365,2,806.11,hibernating,Portugal
12798,10,4,8510.93,potential_loyalists,Japan
12799,529,1,219.35000000000002,hibernating,Japan
12800,470,3,584.25,at_risk,Portugal
12801,500,1,1071.8200000000002,hibernating,Sweden
12802,186,7,2416.42,loyal_customers,Netherlands
12803,393,1,1092.8100000000002,hibernating,Netherlands
12804,465,2,325.37,hibernating,Netherlands
12805,381,4,1434.9499999999998,at_risk,Netherlands
12806,435,4,2878.96,at_risk,Netherlands
12807,383,1,330.35,hibernating,Sweden
12808,36,5,906.1000000000001,loyal_customers,Portugal
12809,177,3,1755.94,need_attention,Portugal
12810,534,2,534.99,hibernating,Japan
12811,260,5,1033.9,at_risk,Portugal
12812,44,1,229.64,promising,Japan
12813,501,3,1687.8,at_risk,Netherlands
12814,101,1,125.92,about_to_sleep,Poland
12815,147,2,1063.46,about_to_sleep,Poland
12816,95,2,572.2,about_to_sleep,Poland
12817,281,3,690.98,at_risk,Austria
12818,261,1,1542.08,hibernating,Austria
12819,458,1,540.52,hibernating,United Kingdom
12820,3,11,2689.5200000000004,champions,United Kingdom
12821,214,2,220.79999999999998,hibernating,United Kingdom
12822,70,2,948.8800000000002,about_to_sleep,United Kingdom
12823,74,18,6501.5,loyal_customers,United Kingdom
12824,59,1,397.11999999999995,about_to_sleep,United Kingdom
12825,521,2,518.63,hibernating,United Kingdom
12826,2,12,2955.75,champions,United Kingdom
12827,5,3,430.15,potential_loyalists,United Kingdom
12828,2,6,1018.71,champions,United Kingdom
12829,336,3,385.3,at_risk,United Kingdom
12830,37,6,6814.640000000001,loyal_customers,United Kingdom
12831,262,3,451.11,at_risk,United Kingdom
12832,32,2,383.03000000000003,potential_loyalists,United Kingdom
12833,145,1,417.38,about_to_sleep,United Kingdom
12834,282,1,312.38,hibernating,United Kingdom
12835,427,41,5996.83,cant_loose,United Kingdom
12836,59,15,6559.73,loyal_customers,United Kingdom
12837,173,2,662.6600000000001,about_to_sleep,United Kingdom
12838,33,10,3366.7,loyal_customers,United Kingdom
12839,2,26,10071.73,champions,United Kingdom
12840,143,7,4041.97,loyal_customers,United Kingdom
12841,4,40,7464.1900000000005,champions,United Kingdom
12842,70,4,1917.9900000000002,need_attention,United Kingdom
12843,65,30,6583.360000000001,loyal_customers,United Kingdom
12844,29,4,648.6000000000001,potential_loyalists,United Kingdom
12845,267,4,354.09,at_risk,United Kingdom
12846,682,1,15.58,hibernating,United Kingdom
12847,22,2,1609.0000000000002,potential_loyalists,United Kingdom
12848,675,1,208.0,hibernating,United Kingdom
12849,31,6,3042.47,loyal_customers,United Kingdom
12850,445,1,330.0,hibernating,United Kingdom
12851,96,2,280.76000000000005,about_to_sleep,United Kingdom
12852,294,1,311.55,hibernating,United Kingdom
12853,134,11,3907.5,loyal_customers,United Kingdom
12854,78,7,2970.9700000000003,loyal_customers,United Kingdom
12855,372,4,650.9400000000003,at_risk,United Kingdom
12856,7,6,2170.7799999999997,champions,United Kingdom
12857,210,6,3688.0,at_risk,United Kingdom
12858,383,1,147.26999999999998,hibernating,United Kingdom
12859,458,1,575.0999999999999,hibernating,United Kingdom
12860,693,1,54.22,hibernating,United Kingdom
12861,619,1,68.25,hibernating,United Kingdom
12862,425,2,984.6200000000001,hibernating,United Kingdom
12863,52,6,2792.55,loyal_customers,United Kingdom
12864,138,2,299.57,about_to_sleep,United Kingdom
12865,26,4,3323.4700000000003,potential_loyalists,Austria
12866,283,3,1227.35,at_risk,Belgium
12867,26,13,7829.26,loyal_customers,United Kingdom
12868,185,8,2247.06,loyal_customers,United Kingdom
12869,681,1,337.6700000000001,hibernating,United Kingdom
12870,375,3,1676.9500000000003,at_risk,United Kingdom
12871,84,3,744.02,need_attention,United Kingdom
12872,326,12,3662.4900000000002,cant_loose,United Kingdom
12873,282,3,2027.3000000000002,at_risk,United Kingdom
12874,385,2,948.42,hibernating,Belgium
12875,143,5,1356.99,loyal_customers,United Kingdom
12876,57,4,4081.7900000000004,potential_loyalists,Belgium
12877,3,20,2942.1400000000003,champions,United Kingdom
12878,236,2,854.99,hibernating,United Kingdom
12879,44,3,573.22,potential_loyalists,United Kingdom
12880,381,2,640.13,hibernating,United Kingdom
12881,275,1,298.0,hibernating,United Kingdom
12882,9,2,1463.0399999999997,potential_loyalists,United Kingdom
12883,24,4,703.47,potential_loyalists,United Kingdom
12884,88,1,309.05000000000007,about_to_sleep,United Kingdom
12885,63,3,1175.2199999999998,need_attention,United Kingdom
12886,67,2,1378.3999999999999,about_to_sleep,United Kingdom
12887,383,1,222.4,hibernating,United Kingdom
12888,214,2,354.12,hibernating,United Kingdom
12889,381,4,385.46000000000004,at_risk,United Kingdom
12890,24,2,706.02,potential_loyalists,United Kingdom
12891,185,11,840.5,loyal_customers,United Kingdom
12892,396,1,263.38,hibernating,United Kingdom
12893,30,1,176.54999999999998,promising,United Kingdom
12894,575,1,157.35,hibernating,United Kingdom
12895,42,2,372.8,potential_loyalists,United Kingdom
12897,204,4,514.25,at_risk,United Kingdom
12898,463,2,296.21000000000004,hibernating,United Kingdom
12899,413,1,366.4,hibernating,United Kingdom
12900,422,1,340.33000000000004,hibernating,United Kingdom
12901,8,28,17654.539999999997,champions,United Kingdom
12902,264,1,138.67999999999998,hibernating,United Kingdom
12903,428,1,833.5300000000001,hibernating,United Kingdom
12904,18,2,496.06,potential_loyalists,United Kingdom
12905,576,2,1018.42,hibernating,United Kingdom
12906,11,5,2919.81,champions,United Kingdom
12907,395,2,508.90999999999997,hibernating,United Kingdom
12908,176,5,1776.0,loyal_customers,United Kingdom
12909,39,8,3103.1900000000005,loyal_customers,United Kingdom
12910,23,13,5796.52,loyal_customers,United Kingdom
12911,551,1,1651.7199999999998,hibernating,United Kingdom
12912,2,5,1662.3,champions,United Kingdom
12913,4,13,6700.860000000001,champions,United Kingdom
12914,400,1,223.98,hibernating,United Kingdom
12915,148,4,1174.75,need_attention,United Kingdom
12916,138,7,4479.73,loyal_customers,United Kingdom
12917,128,6,4359.2,loyal_customers,United Kingdom
12918,626,1,10953.5,hibernating,United Kingdom
12919,8,6,1335.19,champions,United Kingdom
12920,17,4,486.64,potential_loyalists,United Kingdom
12921,9,74,35921.03999999999,champions,United Kingdom
12922,161,1,405.38,about_to_sleep,United Kingdom
12923,64,3,770.4200000000001,need_attention,United Kingdom
12924,88,12,2469.4000000000005,loyal_customers,United Kingdom
12925,4,3,729.33,potential_loyalists,United Kingdom
12926,411,4,1523.97,at_risk,United Kingdom
12927,394,1,197.31,hibernating,United Kingdom
12928,35,12,4304.89,loyal_customers,United Kingdom
12929,311,1,117.85,hibernating,United Kingdom
12930,78,2,415.8,about_to_sleep,United Kingdom
12931,21,57,92347.34,loyal_customers,United Kingdom
12932,539,8,1698.56,at_risk,United Kingdom
12933,24,8,1636.63,loyal_customers,United Kingdom
12934,736,1,181.65,hibernating,United Kingdom
12935,2,15,4243.860000000001,champions,United Kingdom
12936,17,4,1063.8999999999999,potential_loyalists,United Kingdom
12937,15,9,3097.61,champions,United Kingdom
12938,25,1,114.13999999999999,promising,United Kingdom
12939,64,20,25264.8,loyal_customers,United Kingdom
12940,54,2,899.69,potential_loyalists,United Kingdom
12941,724,1,377.49000000000007,hibernating,United Kingdom
12942,131,3,934.35,need_attention,United Kingdom
12943,558,2,496.5,hibernating,United Kingdom
